key,english_source,current_telugu_translation,status,reviewer_notes
employer.applicant_detail.interview_how,How,ఎలా,translated,
employer.applicant_detail.interview_location,Location,ప్రదేశం,translated,
employer.applicant_detail.interview_location_placeholder,"Third Wave Coffee, Indiranagar 12th Main","థర్డ్ వేవ్ కాఫీ, ఇందిరానగర్ 12వ మెయిన్",translated,
employer.applicant_detail.interview_link,Meeting link,మీటింగ్ లింక్,translated,
employer.applicant_detail.interview_link_placeholder,https://meet.google.com/...,https://meet.google.com/...,translated,
employer.applicant_detail.interview_note,Note (optional),గమనిక (ఐచ్ఛికం),translated,
employer.applicant_detail.interview_note_placeholder,"Bring an ID, ask for Sneha at reception.","గుర్తింపు కార్డు తీసుకురండి, రిసెప్షన్‌లో స్నేహను అడగండి.",translated,
employer.applicant_detail.interview_err_format,Use a format like 2026-05-12 15:00.,2026-05-12 15:00 వంటి ఆకృతిని ఉపయోగించండి.,translated,
employer.applicant_detail.interview_err_future,Pick a future date and time.,భవిష్యత్ తేదీ మరియు సమయాన్ని ఎంచుకోండి.,translated,
employer.applicant_detail.interview_err_location,Add a location for in-person interviews.,ప్రత్యక్ష ఇంటర్వ్యూకి ఒక ప్రదేశాన్ని జోడించండి.,translated,
employer.applicant_detail.interview_err_link,Add a meeting link for video interviews.,వీడియో ఇంటర్వ్యూకి ఒక మీటింగ్ లింక్‌ను జోడించండి.,translated,
employer.applicant_detail.interview_scheduling,Scheduling…,షెడ్యూల్ చేస్తోంది…,translated,
employer.applicant_detail.interview_schedule_short,Schedule,షెడ్యూల్ చేయి,translated,
employer.applicant_detail.cancel,Cancel,రద్దు చేయండి,translated,
employer.applicant_detail.outcome_hired,You hired them.,మీరు వీరిని నియమించారు.,translated,
employer.applicant_detail.outcome_rejected,You declined this applicant.,మీరు ఈ దరఖాస్తుదారుని తిరస్కరించారు.,translated,
employer.applicant_detail.outcome_withdrawn,They withdrew their application.,వారు తమ దరఖాస్తును ఉపసంహరించుకున్నారు.,translated,
employer.applicant_detail.hire,Hire,నియమించండి,translated,
employer.applicant_detail.hiring,Hiring…,నియమిస్తోంది…,translated,
employer.applicant_detail.shortlist,Shortlist,షార్ట్‌లిస్ట్ చేయి,translated,
employer.applicant_detail.saving,Saving…,సేవ్ చేస్తోంది…,translated,
employer.applicant_detail.decline,Decline,తిరస్కరించండి,translated,
employer.applicant_detail.tailored_resume,Tailored resume for this job,ఈ ఉద్యోగం కోసం సిద్ధం చేసిన రెజ్యూమ్,translated,
employer.applicant_detail.skill_proof,Skills & proof,నైపుణ్యాలు & రుజువు,translated,
employer.post_job.cancel,Cancel,రద్దు చేయండి,translated,
employer.post_job.eyebrow,POST A JOB,ఉద్యోగాన్ని పోస్ట్ చేయండి,translated,
employer.post_job.heading,Tell us what you need.,మీకు ఏమి కావాలో చెప్పండి.,translated,
employer.post_job.err_post_failed,Could not post the job,ఉద్యోగాన్ని పోస్ట్ చేయలేకపోయాం,translated,
employer.post_job.val_title,Add a title (at least 2 characters),ఒక శీర్షికను జోడించండి (కనీసం 2 అక్షరాలు),translated,
employer.post_job.val_description,Add a description (at least 10 characters),ఒక వివరణను జోడించండి (కనీసం 10 అక్షరాలు),translated,
employer.post_job.val_amount,Enter the pay amount in rupees,జీతం మొత్తాన్ని రూపాయల్లో నమోదు చేయండి,translated,
employer.post_job.val_city,Enter the city,నగరాన్ని నమోదు చేయండి,translated,
employer.post_job.field_title,Title,శీర్షిక,translated,
employer.post_job.field_title_ph,"Delivery rider, salon assistant…","డెలివరీ రైడర్, సెలూన్ సహాయకుడు…",translated,
employer.post_job.field_description,Description,వివరణ,translated,
employer.post_job.field_description_ph,What does the job involve? Any requirements?,పనిలో ఏమి ఉంటుంది? ఏవైనా అవసరాలు?,translated,
employer.post_job.section_type,TYPE,రకం,translated,
employer.post_job.section_pay,PAY,జీతం,translated,
employer.post_job.field_amount,Amount (₹),మొత్తం (₹),translated,
employer.post_job.field_amount_ph,e.g. 600,ఉదా. 600,translated,
employer.post_job.section_location,LOCATION,ప్రదేశం,translated,
employer.post_job.detect_detecting,Detecting…,గుర్తిస్తోంది…,translated,
employer.post_job.detect_redetect,Re-detect location,ప్రదేశాన్ని మళ్లీ గుర్తించండి,translated,
employer.post_job.detect_detect,Detect location,ప్రదేశాన్ని గుర్తించండి,translated,
employer.post_job.using_coords,"Using {{lat}}, {{lng}}","{{lat}}, {{lng}} ఉపయోగిస్తోంది",translated,
employer.post_job.field_city,City,నగరం,translated,
employer.post_job.field_city_ph,Bengaluru,బెంగళూరు,translated,
employer.post_job.field_area,Area / neighbourhood,ప్రాంతం / పరిసరం,translated,
employer.post_job.field_area_ph,Indiranagar,ఇందిరానగర్,translated,
employer.post_job.field_pincode,Pincode (optional),పిన్‌కోడ్ (ఐచ్ఛికం),translated,
employer.post_job.field_pincode_ph,560038,560038,translated,
employer.post_job.section_skills,SKILLS NEEDED,అవసరమైన నైపుణ్యాలు,translated,
employer.post_job.field_headcount,How many people?,,MISSING — needs translation,
employer.post_job.field_headcount_hint,Post once to hire several — the pipeline tracks how many you've hired.,,MISSING — needs translation,
employer.post_job.section_checklist,PRE-SHIFT CHECKLIST,,MISSING — needs translation,
employer.post_job.checklist_hint,"Things the worker confirms before the shift — bring tools, wear uniform, know the address.",,MISSING — needs translation,
employer.post_job.field_checklist_item,Add a checklist item,,MISSING — needs translation,
employer.post_job.field_checklist_ph,e.g. Bring your own tools,,MISSING — needs translation,
employer.post_job.section_recurring,REPEATS WEEKLY?,,MISSING — needs translation,
employer.post_job.recurring_off,One-time,,MISSING — needs translation,
employer.post_job.recurring_on,Repeats weekly,,MISSING — needs translation,
employer.post_job.recurring_hint,Pick the weekdays this shift runs — it'll show on your weekly roster.,,MISSING — needs translation,
