key,english_source,current_kannada_translation,status,reviewer_notes
employer.profile.business_empty_subtitle,Tap to set business type,ವ್ಯವಹಾರ ಪ್ರಕಾರವನ್ನು ಹೊಂದಿಸಲು ಟ್ಯಾಪ್ ಮಾಡಿ,translated,
employer.profile.gstin_empty_title,GSTIN not set,GSTIN ಹೊಂದಿಸಲಾಗಿಲ್ಲ,translated,
employer.profile.gstin_set_subtitle,GST registration on file,GST ನೋಂದಣಿ ಫೈಲ್‌ನಲ್ಲಿ,translated,
employer.profile.gstin_empty_subtitle,Add to verify your business,ನಿಮ್ಮ ವ್ಯವಹಾರವನ್ನು ಪರಿಶೀಲಿಸಲು ಸೇರಿಸಿ,translated,
employer.profile.location_empty_title,Set your business address,ನಿಮ್ಮ ವ್ಯವಹಾರ ವಿಳಾಸ ಹೊಂದಿಸಿ,translated,
employer.profile.location_set_subtitle,GPS set,GPS ಹೊಂದಿಸಲಾಗಿದೆ,translated,
employer.profile.location_empty_subtitle,So seekers know where you operate from,ನೀವು ಎಲ್ಲಿಂದ ಕೆಲಸ ಮಾಡುತ್ತೀರಿ ಎಂದು ಸೀಕರ್‌ಗಳಿಗೆ ತಿಳಿಯಲು,translated,
employer.profile.recovery_title,Add recovery phone,ರಿಕವರಿ ಫೋನ್ ಸೇರಿಸಿ,translated,
employer.profile.recovery_body,Needed to reset your password if you ever forget it.,ಪಾಸ್‌ವರ್ಡ್ ಮರೆತರೆ ರೀಸೆಟ್ ಮಾಡಲು ಬೇಕು.,translated,
employer.profile.recovery_pill,Add,ಸೇರಿಸಿ,translated,
employer.profile.verification_title,Verification,ಪರಿಶೀಲನೆ,translated,
employer.profile.verification_verified_copy,Your business carries the gold ★ everywhere.,ನಿಮ್ಮ ವ್ಯವಹಾರವು ಎಲ್ಲೆಡೆ ಚಿನ್ನದ ★ ಅನ್ನು ಹೊಂದಿದೆ.,translated,
employer.profile.verification_pending_with_gstin,Phone confirmed — finish with a quick selfie.,ಫೋನ್ ಖಚಿತಪಡಿಸಲಾಗಿದೆ — ಒಂದು ತ್ವರಿತ ಸೆಲ್ಫಿಯೊಂದಿಗೆ ಮುಗಿಸಿ.,translated,
employer.profile.verification_pending_no_gstin,"Add a valid GSTIN, then finish with a selfie.","ಮಾನ್ಯ GSTIN ಸೇರಿಸಿ, ನಂತರ ಸೆಲ್ಫಿಯೊಂದಿಗೆ ಮುಗಿಸಿ.",translated,
employer.profile.verification_rejected,Verification didn't pass. Tap to try again.,ಪರಿಶೀಲನೆ ಉತ್ತೀರ್ಣವಾಗಲಿಲ್ಲ. ಮತ್ತೆ ಪ್ರಯತ್ನಿಸಲು ಟ್ಯಾಪ್ ಮಾಡಿ.,translated,
employer.profile.verification_default,Confirm your phone + selfie to earn the gold ★.,ಚಿನ್ನದ ★ ಗಳಿಸಲು ನಿಮ್ಮ ಫೋನ್ + ಸೆಲ್ಫಿಯನ್ನು ಖಚಿತಪಡಿಸಿ.,translated,
employer.profile.verification_verified_pill,Verified,ಪರಿಶೀಲಿತ,translated,
employer.profile.verification_continue,Continue,ಮುಂದುವರಿಸಿ,translated,
employer.profile.verification_verify,Verify,ಪರಿಶೀಲಿಸಿ,translated,
employer.profile.cta_signout,Sign out,ಸೈನ್ ಔಟ್,translated,
employer.profile.business_type_individual,Individual,ವೈಯಕ್ತಿಕ,translated,
employer.profile.business_type_shop,Shop,ಅಂಗಡಿ,translated,
employer.profile.business_type_restaurant,Restaurant,ಹೋಟೆಲ್,translated,
employer.profile.business_type_salon,Salon,ಸಲೂನ್,translated,
employer.profile.business_type_agency,Agency,ಏಜೆನ್ಸಿ,translated,
employer.profile.business_type_startup,Startup,ಸ್ಟಾರ್ಟಪ್,translated,
employer.profile.business_type_enterprise,Enterprise,ಎಂಟರ್‌ಪ್ರೈಸ್,translated,
employer.profile.business_type_other,Other,ಇತರ,translated,
employer.applicant_detail.error_eyebrow,UNAVAILABLE,ಲಭ್ಯವಿಲ್ಲ,translated,
employer.applicant_detail.error_title,Couldn't load this applicant,ಈ ಅರ್ಜಿದಾರರನ್ನು ಲೋಡ್ ಮಾಡಲಾಗಲಿಲ್ಲ,translated,
employer.applicant_detail.error_message,"They may have withdrawn, or your connection dropped.","ಅವರು ಅರ್ಜಿಯನ್ನು ಹಿಂಪಡೆದಿರಬಹುದು, ಅಥವಾ ನಿಮ್ಮ ಸಂಪರ್ಕ ಕಡಿತಗೊಂಡಿರಬಹುದು.",translated,
employer.applicant_detail.close,Close,ಮುಚ್ಚಿ,translated,
employer.applicant_detail.back,Back,ಹಿಂದೆ,translated,
employer.applicant_detail.rate_worker,Rate this worker,ಈ ಕಾರ್ಮಿಕರನ್ನು ರೇಟ್ ಮಾಡಿ,translated,
employer.applicant_detail.rate_worker_hint,Your review helps other employers find great hires.,ನಿಮ್ಮ ವಿಮರ್ಶೆ ಇತರ ಉದ್ಯೋಗದಾತರಿಗೆ ಉತ್ತಮ ಕಾರ್ಮಿಕರನ್ನು ಹುಡುಕಲು ಸಹಾಯ ಮಾಡುತ್ತದೆ.,translated,
employer.applicant_detail.rate_cta,Rate,ರೇಟ್ ಮಾಡಿ,translated,
employer.applicant_detail.applicant_fallback,Applicant,ಅರ್ಜಿದಾರ,translated,
employer.applicant_detail.status_new,NEW APPLICANT,ಹೊಸ ಅರ್ಜಿದಾರ,translated,
employer.applicant_detail.status_viewed,VIEWED,ನೋಡಲಾಗಿದೆ,translated,
employer.applicant_detail.status_shortlisted,SHORTLISTED,ಶಾರ್ಟ್‌ಲಿಸ್ಟ್ ಮಾಡಲಾಗಿದೆ,translated,
employer.applicant_detail.status_rejected,REJECTED,ತಿರಸ್ಕರಿಸಲಾಗಿದೆ,translated,
employer.applicant_detail.status_hired,HIRED,ನೇಮಿಸಲಾಗಿದೆ,translated,
employer.applicant_detail.status_withdrawn,WITHDRAWN,ಹಿಂಪಡೆಯಲಾಗಿದೆ,translated,
employer.applicant_detail.team_of,Team of {{n}},{{n}} ತಂಡ,translated,
employer.applicant_detail.teammates,TEAMMATES,ತಂಡದ ಸದಸ್ಯರು,translated,
employer.applicant_detail.applied_to,APPLIED TO,ಇದಕ್ಕೆ ಅರ್ಜಿ ಸಲ್ಲಿಸಿದ್ದಾರೆ,translated,
employer.applicant_detail.skills,SKILLS,ಕೌಶಲ್ಯಗಳು,translated,
employer.applicant_detail.cover_note,COVER NOTE,ಕವರ್ ನೋಟ್,translated,
employer.applicant_detail.call_worker,📞 Call this worker,📞 ಈ ಕಾರ್ಮಿಕರಿಗೆ ಕರೆ ಮಾಡಿ,translated,
employer.applicant_detail.call_worker_a11y,Call this worker,ಈ ಕಾರ್ಮಿಕರಿಗೆ ಕರೆ ಮಾಡಿ,translated,
employer.applicant_detail.call_opening,Opening dialer…,ಡಯಲರ್ ತೆರೆಯುತ್ತಿದೆ…,translated,
employer.applicant_detail.call_fail_title,Couldn't call,ಕರೆ ಮಾಡಲಾಗಲಿಲ್ಲ,translated,
employer.applicant_detail.call_fail_no_phone,This worker hasn't added a phone number yet.,ಈ ಕಾರ್ಮಿಕರು ಇನ್ನೂ ಫೋನ್ ಸಂಖ್ಯೆಯನ್ನು ಸೇರಿಸಿಲ್ಲ.,translated,
employer.applicant_detail.call_dialer_fail_title,Couldn't open dialer,ಡಯಲರ್ ತೆರೆಯಲಾಗಲಿಲ್ಲ,translated,
employer.applicant_detail.call_dialer_fail_msg,Their number is {{phone}},ಅವರ ಸಂಖ್ಯೆ {{phone}},translated,
employer.applicant_detail.call_reveal_fail,Couldn't reveal contact.,ಸಂಪರ್ಕವನ್ನು ತೋರಿಸಲಾಗಲಿಲ್ಲ.,translated,
employer.applicant_detail.call_not_available,Not available,ಲಭ್ಯವಿಲ್ಲ,translated,
employer.applicant_detail.endorsements,ENDORSEMENTS,ಶಿಫಾರಸುಗಳು,translated,
employer.applicant_detail.endorsements_intro,You worked with this person — vouch for them on the trades they actually delivered. 3 employer endorsements = verified status.,ನೀವು ಈ ವ್ಯಕ್ತಿಯೊಂದಿಗೆ ಕೆಲಸ ಮಾಡಿದ್ದೀರಿ — ಅವರು ನಿಜವಾಗಿ ಮಾಡಿದ ಕೆಲಸಗಳಿಗೆ ಅವರನ್ನು ಶಿಫಾರಸು ಮಾಡಿ. 3 ಉದ್ಯೋಗದಾತ ಶಿಫಾರಸುಗಳು = ಪರಿಶೀಲಿತ ಸ್ಥಿತಿ.,translated,
employer.applicant_detail.endorsements_hint,Tap a trade to endorse the worker. You can endorse each trade once.,ಕಾರ್ಮಿಕರನ್ನು ಶಿಫಾರಸು ಮಾಡಲು ಒಂದು ಟ್ರೇಡ್ ಮೇಲೆ ಟ್ಯಾಪ್ ಮಾಡಿ. ಪ್ರತಿ ಟ್ರೇಡ್‌ಅನ್ನು ಒಮ್ಮೆ ಶಿಫಾರಸು ಮಾಡಬಹುದು.,translated,
employer.applicant_detail.endorse_fail_title,Couldn't endorse,ಶಿಫಾರಸು ಮಾಡಲಾಗಲಿಲ್ಲ,translated,
employer.applicant_detail.try_again,Try again.,ಮತ್ತೆ ಪ್ರಯತ್ನಿಸಿ.,translated,
employer.applicant_detail.course_badges,COURSE BADGES,ಕೋರ್ಸ್ ಬ್ಯಾಡ್ಜ್‌ಗಳು,translated,
employer.applicant_detail.work_photos,WORK PHOTOS,ಕೆಲಸದ ಫೋಟೋಗಳು,translated,
employer.applicant_detail.photo_verified,Verified,ಪರಿಶೀಲಿಸಲಾಗಿದೆ,translated,
employer.applicant_detail.verify_photo,✓ Verify this work,✓ ಈ ಕೆಲಸವನ್ನು ಪರಿಶೀಲಿಸಿ,translated,
employer.applicant_detail.verify_photo_a11y,Verify this work photo,ಈ ಕೆಲಸದ ಫೋಟೋವನ್ನು ಪರಿಶೀಲಿಸಿ,translated,
employer.applicant_detail.verify_fail_title,Couldn't verify,ಪರಿಶೀಲಿಸಲಾಗಲಿಲ್ಲ,translated,
employer.applicant_detail.work_history,WORK HISTORY,ಕೆಲಸದ ಇತಿಹಾಸ,translated,
employer.applicant_detail.current,CURRENT,ಪ್ರಸ್ತುತ,translated,
employer.applicant_detail.resume,RESUME,ರೆಸ್ಯೂಮ್,translated,
employer.applicant_detail.resume_fallback,Resume,ರೆಸ್ಯೂಮ್,translated,
employer.applicant_detail.resume_opening,Opening…,ತೆರೆಯುತ್ತಿದೆ…,translated,
employer.applicant_detail.resume_open,Open resume,ರೆಸ್ಯೂಮ್ ತೆರೆಯಿರಿ,translated,
employer.applicant_detail.resume_open_fail,Couldn't open resume,ರೆಸ್ಯೂಮ್ ತೆರೆಯಲಾಗಲಿಲ್ಲ,translated,
employer.applicant_detail.interview,INTERVIEW,ಸಂದರ್ಶನ,translated,
employer.applicant_detail.interview_mode_in_person,In-person,ಖುದ್ದಾಗಿ,translated,
employer.applicant_detail.interview_mode_video,Video,ವೀಡಿಯೋ,translated,
employer.applicant_detail.interview_mode_phone,Phone,ಫೋನ್,translated,
employer.applicant_detail.interview_mode_video_call,Video call,ವೀಡಿಯೋ ಕರೆ,translated,
employer.applicant_detail.interview_mode_phone_call,Phone call,ಫೋನ್ ಕರೆ,translated,
employer.applicant_detail.interview_reschedule,Reschedule,ಸಮಯ ಬದಲಾಯಿಸಿ,translated,
employer.applicant_detail.interview_cancel,Cancel,ರದ್ದುಗೊಳಿಸಿ,translated,
employer.applicant_detail.interview_cancelling,Cancelling…,ರದ್ದುಗೊಳಿಸುತ್ತಿದೆ…,translated,
employer.applicant_detail.interview_intro,"Set a time and the applicant gets a push, a chat note, and a card on their application.","ಒಂದು ಸಮಯವನ್ನು ಹೊಂದಿಸಿ — ಅರ್ಜಿದಾರರಿಗೆ ಒಂದು ಪುಶ್, ಒಂದು ಚಾಟ್ ನೋಟ್, ಮತ್ತು ಅವರ ಅರ್ಜಿಯ ಮೇಲೆ ಒಂದು ಕಾರ್ಡ್ ಸಿಗುತ್ತದೆ.",translated,
employer.applicant_detail.interview_schedule,Schedule interview,ಸಂದರ್ಶನ ನಿಗದಿಪಡಿಸಿ,translated,
employer.applicant_detail.interview_when,When,ಯಾವಾಗ,translated,
employer.applicant_detail.interview_when_placeholder,2026-05-12 15:00,2026-05-12 15:00,translated,
employer.applicant_detail.interview_how,How,ಹೇಗೆ,translated,
employer.applicant_detail.interview_location,Location,ಸ್ಥಳ,translated,
employer.applicant_detail.interview_location_placeholder,"Third Wave Coffee, Indiranagar 12th Main","ಥರ್ಡ್ ವೇವ್ ಕಾಫಿ, ಇಂದಿರಾನಗರ 12ನೇ ಮೇನ್",translated,
employer.applicant_detail.interview_link,Meeting link,ಸಭೆ ಲಿಂಕ್,translated,
employer.applicant_detail.interview_link_placeholder,https://meet.google.com/...,https://meet.google.com/...,translated,
employer.applicant_detail.interview_note,Note (optional),ಟಿಪ್ಪಣಿ (ಐಚ್ಛಿಕ),translated,
employer.applicant_detail.interview_note_placeholder,"Bring an ID, ask for Sneha at reception.","ಗುರುತಿನ ಚೀಟಿ ತನ್ನಿ, ಸ್ವಾಗತ ಕಕ್ಷೆಯಲ್ಲಿ ಸ್ನೇಹಾ ಅವರನ್ನು ಕೇಳಿ.",translated,
employer.applicant_detail.interview_err_format,Use a format like 2026-05-12 15:00.,2026-05-12 15:00 ರೀತಿಯ ಸ್ವರೂಪವನ್ನು ಬಳಸಿ.,translated,
employer.applicant_detail.interview_err_future,Pick a future date and time.,ಭವಿಷ್ಯದ ದಿನಾಂಕ ಮತ್ತು ಸಮಯವನ್ನು ಆಯ್ಕೆಮಾಡಿ.,translated,
employer.applicant_detail.interview_err_location,Add a location for in-person interviews.,ಖುದ್ದಾಗಿ ಸಂದರ್ಶನಕ್ಕೆ ಒಂದು ಸ್ಥಳವನ್ನು ಸೇರಿಸಿ.,translated,
employer.applicant_detail.interview_err_link,Add a meeting link for video interviews.,ವೀಡಿಯೋ ಸಂದರ್ಶನಕ್ಕೆ ಒಂದು ಸಭೆ ಲಿಂಕ್‌ಅನ್ನು ಸೇರಿಸಿ.,translated,
employer.applicant_detail.interview_scheduling,Scheduling…,ನಿಗದಿಪಡಿಸುತ್ತಿದೆ…,translated,
employer.applicant_detail.interview_schedule_short,Schedule,ನಿಗದಿಪಡಿಸಿ,translated,
employer.applicant_detail.cancel,Cancel,ರದ್ದುಗೊಳಿಸಿ,translated,
employer.applicant_detail.outcome_hired,You hired them.,ನೀವು ಇವರನ್ನು ನೇಮಿಸಿಕೊಂಡಿದ್ದೀರಿ.,translated,
employer.applicant_detail.outcome_rejected,You declined this applicant.,ನೀವು ಈ ಅರ್ಜಿದಾರರನ್ನು ತಿರಸ್ಕರಿಸಿದ್ದೀರಿ.,translated,
employer.applicant_detail.outcome_withdrawn,They withdrew their application.,ಅವರು ತಮ್ಮ ಅರ್ಜಿಯನ್ನು ಹಿಂಪಡೆದಿದ್ದಾರೆ.,translated,
employer.applicant_detail.hire,Hire,ನೇಮಿಸಿ,translated,
employer.applicant_detail.hiring,Hiring…,ನೇಮಿಸುತ್ತಿದೆ…,translated,
employer.applicant_detail.shortlist,Shortlist,ಶಾರ್ಟ್‌ಲಿಸ್ಟ್ ಮಾಡಿ,translated,
employer.applicant_detail.saving,Saving…,ಉಳಿಸುತ್ತಿದೆ…,translated,
employer.applicant_detail.decline,Decline,ತಿರಸ್ಕರಿಸಿ,translated,
employer.applicant_detail.tailored_resume,Tailored resume for this job,ಈ ಕೆಲಸಕ್ಕಾಗಿ ಸಿದ್ಧಪಡಿಸಿದ ರೆಸ್ಯೂಮ್,translated,
employer.applicant_detail.skill_proof,Skills & proof,ಕೌಶಲ್ಯ ಮತ್ತು ಪುರಾವೆ,translated,
employer.post_job.cancel,Cancel,ರದ್ದುಗೊಳಿಸಿ,translated,
employer.post_job.eyebrow,POST A JOB,ಕೆಲಸವನ್ನು ಪೋಸ್ಟ್ ಮಾಡಿ,translated,
employer.post_job.heading,Tell us what you need.,ನಿಮಗೆ ಏನು ಬೇಕು ಎಂದು ಹೇಳಿ.,translated,
employer.post_job.err_post_failed,Could not post the job,ಕೆಲಸವನ್ನು ಪೋಸ್ಟ್ ಮಾಡಲಾಗಲಿಲ್ಲ,translated,
