key,english_source,current_tamil_translation,status,reviewer_notes
employer.shift_schedule.none,No shift scheduled yet,,MISSING — needs translation,
employer.shift_schedule.status_confirmed,Worker confirmed ✓,,MISSING — needs translation,
employer.shift_schedule.status_declined,Worker can't make it — line up a backfill,,MISSING — needs translation,
employer.shift_schedule.status_awaiting,Waiting for confirmation,,MISSING — needs translation,
employer.shift_schedule.tomorrow_morning,Tomorrow 8 AM,,MISSING — needs translation,
employer.shift_schedule.tomorrow_evening,Tomorrow 6 PM,,MISSING — needs translation,
employer.shift_schedule.on_the_way,Worker is on the way,,MISSING — needs translation,
employer.shift_schedule.on_the_way_eta,On the way · ~{{eta}} min away,,MISSING — needs translation,
employer.shift_schedule.checklist_ack,Pre-shift checklist acknowledged ✓,,MISSING — needs translation,
employer.shift_schedule.checklist_pending,Pre-shift checklist not acknowledged yet,,MISSING — needs translation,
employer.shift_schedule.endorse,👍 Great at {{skill}}? Endorse,,MISSING — needs translation,
employer.shift_schedule.endorsed,Endorsed for {{skill}} ✓,,MISSING — needs translation,
employer.documents.label,DOCUMENTS & EXPIRY,,MISSING — needs translation,
employer.documents.label_ph,Document (e.g. Driving licence),,MISSING — needs translation,
employer.documents.expiry_ph,Expiry date (YYYY-MM-DD),,MISSING — needs translation,
employer.documents.add,Add document,,MISSING — needs translation,
employer.documents.adding,Adding…,,MISSING — needs translation,
employer.documents.remove,Remove,,MISSING — needs translation,
employer.documents.expires,Expires {{date}},,MISSING — needs translation,
employer.incident.label,INCIDENT LOG (PRIVATE),,MISSING — needs translation,
employer.incident.empty,No incidents logged. Only you can see these.,,MISSING — needs translation,
employer.incident.placeholder,e.g. Arrived 40 min late,,MISSING — needs translation,
employer.incident.add_photo,Add photo,,MISSING — needs translation,
employer.incident.photo_added,Photo ✓,,MISSING — needs translation,
employer.incident.log,Log it,,MISSING — needs translation,
employer.incident.logging,Saving…,,MISSING — needs translation,
employer.moderation.block,Block,,MISSING — needs translation,
employer.moderation.report,Report,,MISSING — needs translation,
employer.moderation.cancel,Cancel,,MISSING — needs translation,
employer.moderation.block_title,Block {{name}}?,,MISSING — needs translation,
employer.moderation.block_body,They won't be able to apply to your jobs again. You can unblock later.,,MISSING — needs translation,
employer.moderation.report_title,Report this worker,,MISSING — needs translation,
employer.moderation.report_body,What's the problem? Our team will review it.,,MISSING — needs translation,
employer.moderation.report_done,Reported. Thanks — our team will take a look.,,MISSING — needs translation,
employer.moderation.reason_fake,Fake profile,,MISSING — needs translation,
employer.moderation.reason_scam,Scam,,MISSING — needs translation,
employer.moderation.reason_abusive,Abusive behaviour,,MISSING — needs translation,
employer.briefing.cta,Site briefing,,MISSING — needs translation,
employer.briefing.title,Before-you-arrive briefing,,MISSING — needs translation,
employer.briefing.hint,"Instructions + photos shown to workers you hire — park behind the shop, ask for Raju, wear boots.",,MISSING — needs translation,
employer.briefing.placeholder,"e.g. Park behind the shop, ask for Raju, wear boots",,MISSING — needs translation,
employer.briefing.add_photo,Add photo ({{n}}/3),,MISSING — needs translation,
employer.briefing.save,Save briefing,,MISSING — needs translation,
employer.briefing.saving,Saving…,,MISSING — needs translation,
employer.wage_nudge.title,Your wage is below the local rate,,MISSING — needs translation,
employer.wage_nudge.body,Similar jobs near you pay around {{median}}. Yours is {{yours}} — raising it usually pulls more applicants.,,MISSING — needs translation,
employer.bulk_message.cta,Message all {{n}} shortlisted,,MISSING — needs translation,
employer.bulk_message.title,Message {{n}} shortlisted candidates,,MISSING — needs translation,
employer.bulk_message.placeholder,"e.g. Interviews tomorrow 10–12, reply to confirm.",,MISSING — needs translation,
employer.bulk_message.send,Send to all,,MISSING — needs translation,
employer.bulk_message.sending,Sending…,,MISSING — needs translation,
employer.bulk_message.sent_title,Message sent,,MISSING — needs translation,
employer.bulk_message.sent_body,Sent to {{n}} candidates.,,MISSING — needs translation,
employer.bulk_message.fail,Couldn't send. Try again.,,MISSING — needs translation,
employer.blind_review.toggle_title,Blind first-pass,,MISSING — needs translation,
employer.blind_review.toggle_hint,Hide photos & names while you shortlist on skills,,MISSING — needs translation,
employer.blind_review.candidate_n,Candidate {{n}},,MISSING — needs translation,
employer.worker_note.label,PRIVATE NOTE,,MISSING — needs translation,
employer.worker_note.placeholder,"e.g. Great with customers, bring back for weekends",,MISSING — needs translation,
employer.worker_note.private_hint,Only you can see this. Never shown to the worker.,,MISSING — needs translation,
employer.worker_note.save,Save note,,MISSING — needs translation,
employer.worker_note.saving,Saving…,,MISSING — needs translation,
employer.worker_note.saved,Saved ✓,,MISSING — needs translation,
